Unnamed: 0,concept_cd,ICD_Description,Long_COVID_Likelihood_Speculative,Explanation_Speculative,Chronic_Status,Chronic_Explanation
1731,ICD10:R74.02,Elevation of levels of lactic acid dehydrogenase,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1732,ICD10:R74.01,Elevation of levels of liver transaminase levels,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1733,ICD10:R85.613,Abnormal findings in specimens from female genital organs (R85.613),Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1734,ICD10:R73.03,Prediabetes,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1735,ICD10:R97.21,Abnormal tumor markers (R97.21),Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1736,ICD10:I26.94,Multiple subsegmental pulmonary emboli without acute cor pulmonale,Moderate,Emerging evidence or plausible systemic associations,Acute,Typically acute condition or intervention
1737,ICD10:I26.93,Single subsegmental pulmonary embolism without acute cor pulmonale,Moderate,Emerging evidence or plausible systemic associations,Acute,Typically acute condition or intervention
1738,ICD10:F10.180,"Alcohol use, unspecified with alcohol-induced anxiety disorder",Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1739,ICD10:F40.248,Other specified phobia,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1740,ICD10:K80.31,"Calculus of bile duct without cholangitis or cholecystitis, with obstruction",Low,Possible association based on systemic inflammation patterns,Acute,Typically acute condition or intervention
1741,ICD10:K80.63,"Calculus of gallbladder and bile duct without cholangitis or cholecystitis, with acute cholecystitis, with obstruction",Low,Possible association based on systemic inflammation patterns,Acute,Typically acute condition or intervention
1742,ICD10:K80.60,"Calculus of gallbladder and bile duct without cholangitis or cholecystitis, without obstruction",Low,Possible association based on systemic inflammation patterns,Acute,Typically acute condition or intervention
1743,ICD10:K83.09,Other cholangitis,Low,Possible association based on systemic inflammation patterns,Acute,Typically acute condition or intervention
1744,ICD10:H53.042,"Scotoma involving central area, left eye",Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1745,ICD10:H54.42A5,"Blindness, right eye, category 5",Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1746,ICD10:H54.1132,"Blindness, left eye, low vision right eye, category 2",Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1747,ICD10:H54.414A,"Legal blindness, as defined in USA, right eye, category 5",Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1748,ICD10:H54.52A1,"Low vision, left eye, category 1",Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1749,ICD10:H54.511A,"Low vision, right eye, category 1",Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1750,ICD10:H53.421,Diplopia,Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1751,ICD10:H53.132,"Bilateral visual field defect, homonymous bilateral quadrantanopia",Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1752,ICD10:H53.009,"Unspecified amblyopia, unspecified eye",Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1753,ICD10:H53.50,Unspecified color vision deficiencies,Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1754,ICD10:H53.15,"Visual field defect, unspecified",Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1755,ICD10:I48.20,"Chronic atrial fibrillation, unspecified",Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1756,ICD10:I48.11,Longstanding persistent atrial fibrillation,Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1757,ICD10:I48.19,Other persistent atrial fibrillation,Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1758,ICD10:I47.29,Other ventricular tachycardia,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1759,ICD10:I47.21,Torsades de pointes,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1760,ICD10:I47.20,"Ventricular tachycardia, unspecified",Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1761,ICD10:F32.A,"Depression, unspecified",Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1762,ICD10:F32.89,Other specified depressive episodes,Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1763,ICD10:F53.0,Postpartum depression,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1764,ICD10:F32.81,Premenstrual dysphoric disorder,Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1765,ICD10:E08.49,Diabetes mellitus due to underlying condition with hypoglycemia without coma,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1766,ICD10:O24.415,"Gestational diabetes mellitus in pregnancy, controlled by oral hypoglycemic drugs",Low,Possible association based on systemic inflammation patterns,Acute,Typically acute condition or intervention
1767,ICD10:O24.311,"Unspecified pre-existing diabetes mellitus in pregnancy, first trimester",Low,Possible association based on systemic inflammation patterns,Acute,Typically acute condition or intervention
1768,ICD10:E11.10,Type 2 diabetes mellitus with ketoacidosis without coma,Low,Possible association based on systemic inflammation patterns,Chronic,Inherently chronic condition or long-term management required
1769,ICD10:E78.41,Elevated Lipoprotein(a),Low,Possible association based on systemic inflammation patterns,Chronic,Inherently chronic condition or long-term management required
1770,ICD10:E78.01,Familial hypercholesterolemia,Low,Possible association based on systemic inflammation patterns,Chronic,Inherently chronic condition or long-term management required
1771,ICD10:E78.49,Other hyperlipidemia,Low,Possible association based on systemic inflammation patterns,Chronic,Inherently chronic condition or long-term management required
1772,ICD10:E78.00,"Pure hypercholesterolemia, unspecified",Low,Possible association based on systemic inflammation patterns,Chronic,Inherently chronic condition or long-term management required
1773,ICD10:K20.91,"Esophagitis, unspecified with bleeding",Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1774,ICD10:K20.90,"Esophagitis, unspecified without bleeding",Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1775,ICD10:K21.01,Gastro-esophageal reflux disease with esophagitis,Low,Possible association based on systemic inflammation patterns,Chronic,Inherently chronic condition or long-term management required
1776,ICD10:K21.00,Gastro-esophageal reflux disease without esophagitis,Low,Possible association based on systemic inflammation patterns,Chronic,Inherently chronic condition or long-term management required
1777,ICD10:K22.89,Other specified diseases of esophagus,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1778,ICD10:E87.20,"Acidosis, unspecified",Moderate-Low,Speculative but biologically plausible connections,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1779,ICD10:E87.29,Other acidosis,Moderate-Low,Speculative but biologically plausible connections,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1780,ICD10:R82.71,Abnormal echocardiogram,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1781,ICD10:R39.82,Chronic bladder pain,Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1782,ICD10:R82.994,Hypocitraturia,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
